"Year","Species","RCatch","Group","Habitat"
2017,"REDLIP PARROTFISH",3125,"PARROTFISHES","All Species"
2018,"REDLIP PARROTFISH",7576,"PARROTFISHES","All Species"
2019,"REDLIP PARROTFISH",27215,"PARROTFISHES","All Species"
2020,"REDLIP PARROTFISH",10947,"PARROTFISHES","All Species"
2005,"REEF TRIGGERFISH",1977,"TRIGGERFISHES","All Species"
2006,"REEF TRIGGERFISH",1144,"TRIGGERFISHES","All Species"
2008,"REEF TRIGGERFISH",3650,"TRIGGERFISHES","All Species"
2009,"REEF TRIGGERFISH",0,"TRIGGERFISHES","All Species"
2012,"REEF TRIGGERFISH",0,"TRIGGERFISHES","All Species"
2013,"REEF TRIGGERFISH",0,"TRIGGERFISHES","All Species"
2014,"REEF TRIGGERFISH",770,"TRIGGERFISHES","All Species"
2015,"REEF TRIGGERFISH",1312,"TRIGGERFISHES","All Species"
2016,"REEF TRIGGERFISH",0,"TRIGGERFISHES","All Species"
2017,"REEF TRIGGERFISH",0,"TRIGGERFISHES","All Species"
2018,"REEF TRIGGERFISH",0,"TRIGGERFISHES","All Species"
2019,"REEF TRIGGERFISH",2615,"TRIGGERFISHES","All Species"
2020,"REEF TRIGGERFISH",0,"TRIGGERFISHES","All Species"
2003,"REGAL PARROTFISH",8499,"PARROTFISHES","All Species"
2006,"REGAL PARROTFISH",2802,"PARROTFISHES","All Species"
2010,"REGAL PARROTFISH",399,"PARROTFISHES","All Species"
2013,"REGAL PARROTFISH",96,"PARROTFISHES","All Species"
2015,"REGAL PARROTFISH",136,"PARROTFISHES","All Species"
2003,"REQUIEM SHARK FAMILY",0,"SHARKS","All Species"
2006,"REQUIEM SHARK FAMILY",0,"SHARKS","All Species"
2012,"REQUIEM SHARK FAMILY",0,"SHARKS","All Species"
2013,"REQUIEM SHARK FAMILY",0,"SHARKS","All Species"
2014,"REQUIEM SHARK FAMILY",0,"SHARKS","All Species"
2016,"REQUIEM SHARK FAMILY",0,"SHARKS","All Species"
2017,"REQUIEM SHARK FAMILY",0,"SHARKS","All Species"
2019,"REQUIEM SHARK FAMILY",0,"SHARKS","All Species"
2020,"REQUIEM SHARK FAMILY",0,"SHARKS","All Species"
2005,"RINGTAIL SURGEONFISH",18253,"SURGEONFISHES","All Species"
2006,"RINGTAIL SURGEONFISH",393,"SURGEONFISHES","All Species"
2007,"RINGTAIL SURGEONFISH",1909,"SURGEONFISHES","All Species"
2011,"RINGTAIL SURGEONFISH",1221,"SURGEONFISHES","All Species"
2012,"RINGTAIL SURGEONFISH",1142,"SURGEONFISHES","All Species"
2013,"RINGTAIL SURGEONFISH",271,"SURGEONFISHES","All Species"
2014,"RINGTAIL SURGEONFISH",10747,"SURGEONFISHES","All Species"
2015,"RINGTAIL SURGEONFISH",1394,"SURGEONFISHES","All Species"
2016,"RINGTAIL SURGEONFISH",1077,"SURGEONFISHES","All Species"
2017,"RINGTAIL SURGEONFISH",986,"SURGEONFISHES","All Species"
2018,"RINGTAIL SURGEONFISH",2351,"SURGEONFISHES","All Species"
2019,"RINGTAIL SURGEONFISH",4253,"SURGEONFISHES","All Species"
2020,"RINGTAIL SURGEONFISH",18770,"SURGEONFISHES","All Species"
2005,"RINGTAIL WRASSE",1547,"WRASSES","All Species"
2007,"RINGTAIL WRASSE",311,"WRASSES","All Species"
2008,"RINGTAIL WRASSE",927,"WRASSES","All Species"
2009,"RINGTAIL WRASSE",1257,"WRASSES","All Species"
2010,"RINGTAIL WRASSE",1042,"WRASSES","All Species"
2011,"RINGTAIL WRASSE",1122,"WRASSES","All Species"
2012,"RINGTAIL WRASSE",330,"WRASSES","All Species"
2013,"RINGTAIL WRASSE",440,"WRASSES","All Species"
2014,"RINGTAIL WRASSE",746,"WRASSES","All Species"
2015,"RINGTAIL WRASSE",240,"WRASSES","All Species"
2016,"RINGTAIL WRASSE",710,"WRASSES","All Species"
2017,"RINGTAIL WRASSE",577,"WRASSES","All Species"
2018,"RINGTAIL WRASSE",6619,"WRASSES","All Species"
2019,"RINGTAIL WRASSE",1511,"WRASSES","All Species"
2020,"RINGTAIL WRASSE",0,"WRASSES","All Species"
2004,"ROCK DAMSELFISH",3176,"DAMSELFISHES","All Species"
2005,"ROCK DAMSELFISH",2072,"DAMSELFISHES","All Species"
2009,"ROCK DAMSELFISH",7452,"DAMSELFISHES","All Species"
2010,"ROCK DAMSELFISH",13789,"DAMSELFISHES","All Species"
2011,"ROCK DAMSELFISH",1344,"DAMSELFISHES","All Species"
2012,"ROCK DAMSELFISH",5632,"DAMSELFISHES","All Species"
2013,"ROCK DAMSELFISH",3237,"DAMSELFISHES","All Species"
2016,"ROCK DAMSELFISH",0,"DAMSELFISHES","All Species"
2008,"ROUGHSCALE SOLDIERFISH",9374,"SOLDIERFISHES","All Species"
2009,"ROUGHSCALE SOLDIERFISH",5109,"SOLDIERFISHES","All Species"
2012,"ROUGHSCALE SOLDIERFISH",179,"SOLDIERFISHES","All Species"
2016,"ROUGHSCALE SOLDIERFISH",2035,"SOLDIERFISHES","All Species"
2004,"RUBY SNAPPER",12552,"SNAPPERS","All Species"
2005,"RUBY SNAPPER",9543,"SNAPPERS","All Species"
2006,"RUBY SNAPPER",13196,"SNAPPERS","All Species"
2007,"RUBY SNAPPER",7701,"SNAPPERS","All Species"
2008,"RUBY SNAPPER",12150,"SNAPPERS","All Species"
2009,"RUBY SNAPPER",13575,"SNAPPERS","All Species"
2010,"RUBY SNAPPER",49693,"SNAPPERS","All Species"
2011,"RUBY SNAPPER",7021,"SNAPPERS","All Species"
2012,"RUBY SNAPPER",22016,"SNAPPERS","All Species"
2013,"RUBY SNAPPER",30148,"SNAPPERS","All Species"
2014,"RUBY SNAPPER",32939,"SNAPPERS","All Species"
2015,"RUBY SNAPPER",9178,"SNAPPERS","All Species"
2016,"RUBY SNAPPER",8829,"SNAPPERS","All Species"
2017,"RUBY SNAPPER",3869,"SNAPPERS","All Species"
2018,"RUBY SNAPPER",10921,"SNAPPERS","All Species"
2019,"RUBY SNAPPER",30043,"SNAPPERS","All Species"
2020,"RUBY SNAPPER",12902,"SNAPPERS","All Species"
2004,"SABER SQUIRRELFISH",411,"SQUIRRELFISHES","All Species"
2005,"SABER SQUIRRELFISH",580,"SQUIRRELFISHES","All Species"
2011,"SABER SQUIRRELFISH",522,"SQUIRRELFISHES","All Species"
2012,"SABER SQUIRRELFISH",2582,"SQUIRRELFISHES","All Species"
2013,"SABER SQUIRRELFISH",1422,"SQUIRRELFISHES","All Species"
2014,"SABER SQUIRRELFISH",1290,"SQUIRRELFISHES","All Species"
2018,"SABER SQUIRRELFISH",2351,"SQUIRRELFISHES","All Species"
2020,"SABER SQUIRRELFISH",1193,"SQUIRRELFISHES","All Species"
2003,"SADDLE WRASSE",9101,"WRASSES","All Species"
2004,"SADDLE WRASSE",24174,"WRASSES","All Species"
2005,"SADDLE WRASSE",41739,"WRASSES","All Species"
2006,"SADDLE WRASSE",27559,"WRASSES","All Species"
2007,"SADDLE WRASSE",4765,"WRASSES","All Species"
2008,"SADDLE WRASSE",7113,"WRASSES","All Species"
2009,"SADDLE WRASSE",18948,"WRASSES","All Species"
2010,"SADDLE WRASSE",1178,"WRASSES","All Species"
2012,"SADDLE WRASSE",13027,"WRASSES","All Species"
2013,"SADDLE WRASSE",9031,"WRASSES","All Species"
2014,"SADDLE WRASSE",4004,"WRASSES","All Species"
2015,"SADDLE WRASSE",6753,"WRASSES","All Species"
2016,"SADDLE WRASSE",6307,"WRASSES","All Species"
2017,"SADDLE WRASSE",10215,"WRASSES","All Species"
2018,"SADDLE WRASSE",39861,"WRASSES","All Species"
2019,"SADDLE WRASSE",17373,"WRASSES","All Species"
2020,"SADDLE WRASSE",5503,"WRASSES","All Species"
2016,"SAILFIN TANG",1628,"TANGS","All Species"
2009,"SAILFISH",174,"SAILFISH","All Species"
2003,"SANDBAR SHARK",0,"SHARKS","All Species"
2011,"SANDBAR SHARK",0,"SHARKS","All Species"
2019,"SANDBAR SHARK",0,"SHARKS","All Species"
2020,"SANDBAR SHARK",0,"SHARKS","All Species"
2018,"SCALLOPED HAMMERHEAD SHARK",4373,"SHARKS","All Species"
2019,"SCALLOPED HAMMERHEAD SHARK",2427,"SHARKS","All Species"
2020,"SCALLOPED HAMMERHEAD SHARK",1193,"SHARKS","All Species"
2003,"SCALLOPED HAMMERHEAD SHARK",2610,"SHARKS","All Species"
2004,"SCALLOPED HAMMERHEAD SHARK",0,"SHARKS","All Species"
2006,"SCALLOPED HAMMERHEAD SHARK",0,"SHARKS","All Species"
2009,"SCALLOPED HAMMERHEAD SHARK",0,"SHARKS","All Species"
2011,"SCALLOPED HAMMERHEAD SHARK",0,"SHARKS","All Species"
2012,"SCALLOPED HAMMERHEAD SHARK",979,"SHARKS","All Species"
2013,"SCALLOPED HAMMERHEAD SHARK",0,"SHARKS","All Species"
2014,"SCALLOPED HAMMERHEAD SHARK",0,"SHARKS","All Species"
2015,"SCALLOPED HAMMERHEAD SHARK",1882,"SHARKS","All Species"
2016,"SCALLOPED HAMMERHEAD SHARK",1008,"SHARKS","All Species"
2005,"SCORPIONFISH FAMILY",975,"SCORPIONFISHES","All Species"
2006,"SCORPIONFISH FAMILY",0,"SCORPIONFISHES","All Species"
2008,"SCORPIONFISH FAMILY",927,"SCORPIONFISHES","All Species"
2009,"SCORPIONFISH FAMILY",0,"SCORPIONFISHES","All Species"
2012,"SCORPIONFISH FAMILY",638,"SCORPIONFISHES","All Species"
2013,"SCORPIONFISH FAMILY",2168,"SCORPIONFISHES","All Species"
2014,"SCORPIONFISH FAMILY",1342,"SCORPIONFISHES","All Species"
2015,"SCORPIONFISH FAMILY",266,"SCORPIONFISHES","All Species"
2016,"SCORPIONFISH FAMILY",285,"SCORPIONFISHES","All Species"
2005,"SCRAWLED FILEFISH",9071,"FILEFISHES","All Species"
2012,"SCRAWLED FILEFISH",2029,"FILEFISHES","All Species"
2014,"SCRAWLED FILEFISH",2897,"FILEFISHES","All Species"
2017,"SCRAWLED FILEFISH",0,"FILEFISHES","All Species"
2018,"SCRAWLED FILEFISH",641,"FILEFISHES","All Species"
2019,"SCRAWLED FILEFISH",2527,"FILEFISHES","All Species"
2020,"SCRAWLED FILEFISH",0,"FILEFISHES","All Species"
2003,"SEA CHUB FAMILY",28644,"CHUBS","All Species"
2004,"SEA CHUB FAMILY",3176,"CHUBS","All Species"
2005,"SEA CHUB FAMILY",0,"CHUBS","All Species"
2007,"SEA CHUB FAMILY",7638,"CHUBS","All Species"
2010,"SEA CHUB FAMILY",10547,"CHUBS","All Species"
2012,"SEA CHUB FAMILY",3868,"CHUBS","All Species"
2013,"SEA CHUB FAMILY",14209,"CHUBS","All Species"
2014,"SEA CHUB FAMILY",6451,"CHUBS","All Species"
2015,"SEA CHUB FAMILY",1611,"CHUBS","All Species"
2016,"SEA CHUB FAMILY",2446,"CHUBS","All Species"
2017,"SEA CHUBS",2115,"CHUBS","All Species"
2018,"SEA CHUBS",0,"CHUBS","All Species"
2019,"SEA CHUBS",2343,"CHUBS","All Species"
2020,"SEA CHUBS",1747,"CHUBS","All Species"
2003,"SHARPNOSE MULLET",2234,"MULLETS","All Species"
2005,"SHARPNOSE MULLET",5628,"MULLETS","All Species"
2006,"SHARPNOSE MULLET",1031,"MULLETS","All Species"
2009,"SHARPNOSE MULLET",24438,"MULLETS","All Species"
2010,"SHARPNOSE MULLET",23368,"MULLETS","All Species"
2011,"SHARPNOSE MULLET",13274,"MULLETS","All Species"
2012,"SHARPNOSE MULLET",9450,"MULLETS","All Species"
2013,"SHARPNOSE MULLET",36843,"MULLETS","All Species"
2014,"SHARPNOSE MULLET",46698,"MULLETS","All Species"
2015,"SHARPNOSE MULLET",40334,"MULLETS","All Species"
2016,"SHARPNOSE MULLET",24055,"MULLETS","All Species"
2017,"SHARPNOSE MULLET",20356,"MULLETS","All Species"
2018,"SHARPNOSE MULLET",162354,"MULLETS","All Species"
2019,"SHARPNOSE MULLET",120400,"MULLETS","All Species"
2020,"SHARPNOSE MULLET",131949,"MULLETS","All Species"
2003,"SHORTBILL SPEARFISH",2542,"SHORTBILL SPEARFISH","All Species"
2004,"SHORTBILL SPEARFISH",1756,"SHORTBILL SPEARFISH","All Species"
2005,"SHORTBILL SPEARFISH",1883,"SHORTBILL SPEARFISH","All Species"
2006,"SHORTBILL SPEARFISH",1801,"SHORTBILL SPEARFISH","All Species"
2007,"SHORTBILL SPEARFISH",1076,"SHORTBILL SPEARFISH","All Species"
2008,"SHORTBILL SPEARFISH",4357,"SHORTBILL SPEARFISH","All Species"
2009,"SHORTBILL SPEARFISH",174,"SHORTBILL SPEARFISH","All Species"
2010,"SHORTBILL SPEARFISH",731,"SHORTBILL SPEARFISH","All Species"
2011,"SHORTBILL SPEARFISH",841,"SHORTBILL SPEARFISH","All Species"
2012,"SHORTBILL SPEARFISH",744,"SHORTBILL SPEARFISH","All Species"
2013,"SHORTBILL SPEARFISH",670,"SHORTBILL SPEARFISH","All Species"
2014,"SHORTBILL SPEARFISH",3499,"SHORTBILL SPEARFISH","All Species"
2015,"SHORTBILL SPEARFISH",1816,"SHORTBILL SPEARFISH","All Species"
2016,"SHORTBILL SPEARFISH",2863,"SHORTBILL SPEARFISH","All Species"
2017,"SHORTBILL SPEARFISH",1634,"SHORTBILL SPEARFISH","All Species"
2018,"SHORTBILL SPEARFISH",5582,"SHORTBILL SPEARFISH","All Species"
2019,"SHORTBILL SPEARFISH",2850,"SHORTBILL SPEARFISH","All Species"
2020,"SHORTBILL SPEARFISH",3103,"SHORTBILL SPEARFISH","All Species"
2005,"SIDESPOT GOATFISH",6202,"GOATFISHES","All Species"
2006,"SIDESPOT GOATFISH",2339,"GOATFISHES","All Species"
2009,"SIDESPOT GOATFISH",1287,"GOATFISHES","All Species"
2012,"SIDESPOT GOATFISH",963,"GOATFISHES","All Species"
2014,"SIDESPOT GOATFISH",277,"GOATFISHES","All Species"
2016,"SIDESPOT GOATFISH",1150,"GOATFISHES","All Species"
2018,"SIDESPOT GOATFISH",0,"GOATFISHES","All Species"
2003,"SIX-FINGERED THREADFIN",26100,"SIX-FINGERED THREADFIN","All Species"
2004,"SIX-FINGERED THREADFIN",18937,"SIX-FINGERED THREADFIN","All Species"
2005,"SIX-FINGERED THREADFIN",4919,"SIX-FINGERED THREADFIN","All Species"
2006,"SIX-FINGERED THREADFIN",6849,"SIX-FINGERED THREADFIN","All Species"
2007,"SIX-FINGERED THREADFIN",7981,"SIX-FINGERED THREADFIN","All Species"
2008,"SIX-FINGERED THREADFIN",4594,"SIX-FINGERED THREADFIN","All Species"
2010,"SIX-FINGERED THREADFIN",12296,"SIX-FINGERED THREADFIN","All Species"
2011,"SIX-FINGERED THREADFIN",2041,"SIX-FINGERED THREADFIN","All Species"
2012,"SIX-FINGERED THREADFIN",3822,"SIX-FINGERED THREADFIN","All Species"
2013,"SIX-FINGERED THREADFIN",3237,"SIX-FINGERED THREADFIN","All Species"
2014,"SIX-FINGERED THREADFIN",1146,"SIX-FINGERED THREADFIN","All Species"
2015,"SIX-FINGERED THREADFIN",5711,"SIX-FINGERED THREADFIN","All Species"
2016,"SIX-FINGERED THREADFIN",1181,"SIX-FINGERED THREADFIN","All Species"
2017,"SIX-FINGERED THREADFIN",0,"SIX-FINGERED THREADFIN","All Species"
2018,"SIX-FINGERED THREADFIN",0,"SIX-FINGERED THREADFIN","All Species"
2019,"SIX-FINGERED THREADFIN",5230,"SIX-FINGERED THREADFIN","All Species"
2020,"SIX-FINGERED THREADFIN",20546,"SIX-FINGERED THREADFIN","All Species"
2003,"SKIPJACK TUNA",439671,"TUNA","All Species"
2004,"SKIPJACK TUNA",419792,"TUNA","All Species"
2005,"SKIPJACK TUNA",301544,"TUNA","All Species"
2006,"SKIPJACK TUNA",201263,"TUNA","All Species"
2007,"SKIPJACK TUNA",227839,"TUNA","All Species"
2008,"SKIPJACK TUNA",567965,"TUNA","All Species"
2009,"SKIPJACK TUNA",230246,"TUNA","All Species"
2010,"SKIPJACK TUNA",288556,"TUNA","All Species"
2011,"SKIPJACK TUNA",125403,"TUNA","All Species"
2012,"SKIPJACK TUNA",197115,"TUNA","All Species"
2013,"SKIPJACK TUNA",380206,"TUNA","All Species"
2014,"SKIPJACK TUNA",199118,"TUNA","All Species"
2015,"SKIPJACK TUNA",268135,"TUNA","All Species"
2016,"SKIPJACK TUNA",88093,"TUNA","All Species"
2017,"SKIPJACK TUNA",113449,"TUNA","All Species"
2018,"SKIPJACK TUNA",213056,"TUNA","All Species"
2019,"SKIPJACK TUNA",270270,"TUNA","All Species"
2020,"SKIPJACK TUNA",239512,"TUNA","All Species"
2005,"SLEEK UNICORNFISH",954,"UNICORNFISHES","All Species"
2008,"SLEEK UNICORNFISH",761,"UNICORNFISHES","All Species"
2009,"SLEEK UNICORNFISH",1844,"UNICORNFISHES","All Species"
2012,"SLEEK UNICORNFISH",1306,"UNICORNFISHES","All Species"
2013,"SLEEK UNICORNFISH",152,"UNICORNFISHES","All Species"
2014,"SLEEK UNICORNFISH",1228,"UNICORNFISHES","All Species"
2016,"SLEEK UNICORNFISH",1445,"UNICORNFISHES","All Species"
2017,"SLEEK UNICORNFISH",729,"UNICORNFISHES","All Species"
2019,"SLEEK UNICORNFISH",6437,"UNICORNFISHES","All Species"
2009,"SLENDER LIZARDFISH",0,"LIZARDFISHES","All Species"
2014,"SLENDER LIZARDFISH",589,"LIZARDFISHES","All Species"
2015,"SLENDER LIZARDFISH",585,"LIZARDFISHES","All Species"
2019,"SLENDER LIZARDFISH",0,"LIZARDFISHES","All Species"
2003,"SMALLMOUTH BONEFISH",24897,"BONEFISH","All Species"
2004,"SMALLMOUTH BONEFISH",60884,"BONEFISH","All Species"
2005,"SMALLMOUTH BONEFISH",24738,"BONEFISH","All Species"
2006,"SMALLMOUTH BONEFISH",63474,"BONEFISH","All Species"
2007,"SMALLMOUTH BONEFISH",19542,"BONEFISH","All Species"
2008,"SMALLMOUTH BONEFISH",49645,"BONEFISH","All Species"
2009,"SMALLMOUTH BONEFISH",36515,"BONEFISH","All Species"
2010,"SMALLMOUTH BONEFISH",54749,"BONEFISH","All Species"
2011,"SMALLMOUTH BONEFISH",13456,"BONEFISH","All Species"
2012,"SMALLMOUTH BONEFISH",26734,"BONEFISH","All Species"
2013,"SMALLMOUTH BONEFISH",22582,"BONEFISH","All Species"
2014,"SMALLMOUTH BONEFISH",28890,"BONEFISH","All Species"
2015,"SMALLMOUTH BONEFISH",26409,"BONEFISH","All Species"
2016,"SMALLMOUTH BONEFISH",25850,"BONEFISH","All Species"
2017,"SMALLMOUTH BONEFISH",19132,"BONEFISH","All Species"
2018,"SMALLMOUTH BONEFISH",44507,"BONEFISH","All Species"
2019,"SMALLMOUTH BONEFISH",71776,"BONEFISH","All Species"
2020,"SMALLMOUTH BONEFISH",54795,"BONEFISH","All Species"
2005,"SMALLTOOTH JOBFISH",1055,"JOBFISHES","All Species"
2009,"SMALLTOOTH JOBFISH",2322,"JOBFISHES","All Species"
2010,"SMALLTOOTH JOBFISH",182,"JOBFISHES","All Species"
2012,"SMALLTOOTH JOBFISH",0,"JOBFISHES","All Species"
2013,"SMALLTOOTH JOBFISH",0,"JOBFISHES","All Species"
2015,"SMALLTOOTH JOBFISH",808,"JOBFISHES","All Species"
2016,"SMALLTOOTH JOBFISH",359,"JOBFISHES","All Species"
2018,"SMALLTOOTH JOBFISH",28978,"JOBFISHES","All Species"
2019,"SMALLTOOTH JOBFISH",2546,"JOBFISHES","All Species"
2020,"SMALLTOOTH JOBFISH",554,"JOBFISHES","All Species"
2003,"SNAKE EEL FAMILY",344,"EELS","All Species"
2017,"SOLES",0,"SOLES","All Species"
2003,"SPECKLED BALOONFISH",2168,"SPECKLED BALOONFISH","All Species"
2004,"SPECKLED BALOONFISH",1828,"SPECKLED BALOONFISH","All Species"
2005,"SPECKLED BALOONFISH",0,"SPECKLED BALOONFISH","All Species"
2012,"SPECKLED BALOONFISH",0,"SPECKLED BALOONFISH","All Species"
2014,"SPECKLED BALOONFISH",0,"SPECKLED BALOONFISH","All Species"
2019,"SPECKLED SCORPIONFISH",0,"SCORPIONFISHES","All Species"
2020,"SPECKLED SCORPIONFISH",0,"SCORPIONFISHES","All Species"
2004,"SPECTACLED PARROTFISH",2823,"PARROTFISHES","All Species"
2005,"SPECTACLED PARROTFISH",8525,"PARROTFISHES","All Species"
2006,"SPECTACLED PARROTFISH",4361,"PARROTFISHES","All Species"
2007,"SPECTACLED PARROTFISH",4644,"PARROTFISHES","All Species"
2008,"SPECTACLED PARROTFISH",1825,"PARROTFISHES","All Species"
2009,"SPECTACLED PARROTFISH",3424,"PARROTFISHES","All Species"
2010,"SPECTACLED PARROTFISH",1113,"PARROTFISHES","All Species"
2011,"SPECTACLED PARROTFISH",1021,"PARROTFISHES","All Species"
2012,"SPECTACLED PARROTFISH",2809,"PARROTFISHES","All Species"
2013,"SPECTACLED PARROTFISH",641,"PARROTFISHES","All Species"
2014,"SPECTACLED PARROTFISH",1494,"PARROTFISHES","All Species"
2015,"SPECTACLED PARROTFISH",928,"PARROTFISHES","All Species"
2016,"SPECTACLED PARROTFISH",1696,"PARROTFISHES","All Species"
2017,"SPECTACLED PARROTFISH",1257,"PARROTFISHES","All Species"
2018,"SPECTACLED PARROTFISH",1563,"PARROTFISHES","All Species"
2019,"SPECTACLED PARROTFISH",5406,"PARROTFISHES","All Species"
2020,"SPECTACLED PARROTFISH",761,"PARROTFISHES","All Species"
2004,"SPINY PORCUPINEFISH",1588,"PORCUPINEFISHES","All Species"
2005,"SPINY PORCUPINEFISH",0,"PORCUPINEFISHES","All Species"
2006,"SPINY PORCUPINEFISH",0,"PORCUPINEFISHES","All Species"
2009,"SPINY PORCUPINEFISH",0,"PORCUPINEFISHES","All Species"
2016,"SPINY PORCUPINEFISH",0,"PORCUPINEFISHES","All Species"
2017,"SPOTTED BOXFISH",0,"SPOTTED BOXFISH","All Species"
2005,"SQUIRRELFISH FAMILY",7252,"SQUIRRELFISHES","All Species"
2010,"SQUIRRELFISH FAMILY",2227,"SQUIRRELFISHES","All Species"
2011,"SQUIRRELFISH FAMILY",2713,"SQUIRRELFISHES","All Species"
2012,"SQUIRRELFISH FAMILY",2079,"SQUIRRELFISHES","All Species"
2013,"SQUIRRELFISH FAMILY",34205,"SQUIRRELFISHES","All Species"
2014,"SQUIRRELFISH FAMILY",15072,"SQUIRRELFISHES","All Species"
2015,"SQUIRRELFISH FAMILY",6707,"SQUIRRELFISHES","All Species"
2016,"SQUIRRELFISH FAMILY",4238,"SQUIRRELFISHES","All Species"
2017,"SQUIRRELFISH FAMILY",1073,"SQUIRRELFISHES","All Species"
2018,"SQUIRRELFISH FAMILY",400,"SQUIRRELFISHES","All Species"
2019,"SQUIRRELFISH FAMILY",780,"SQUIRRELFISHES","All Species"
2020,"SQUIRRELFISH FAMILY",723,"SQUIRRELFISHES","All Species"
2005,"STAREYE PARROTFISH",950,"PARROTFISHES","All Species"
2006,"STAREYE PARROTFISH",2339,"PARROTFISHES","All Species"
2008,"STAREYE PARROTFISH",2239,"PARROTFISHES","All Species"
2010,"STAREYE PARROTFISH",2855,"PARROTFISHES","All Species"
2011,"STAREYE PARROTFISH",1593,"PARROTFISHES","All Species"
2013,"STAREYE PARROTFISH",3884,"PARROTFISHES","All Species"
2014,"STAREYE PARROTFISH",8005,"PARROTFISHES","All Species"
2015,"STAREYE PARROTFISH",4112,"PARROTFISHES","All Species"
2016,"STAREYE PARROTFISH",2511,"PARROTFISHES","All Species"
2017,"STAREYE PARROTFISH",2801,"PARROTFISHES","All Species"
2018,"STAREYE PARROTFISH",22603,"PARROTFISHES","All Species"
2019,"STAREYE PARROTFISH",7086,"PARROTFISHES","All Species"
2020,"STAREYE PARROTFISH",17826,"PARROTFISHES","All Species"
2012,"STINGRAY FAMILY",0,"RAYS","All Species"
2014,"STINGRAY FAMILY",0,"RAYS","All Species"
2016,"STINGRAY FAMILY",0,"RAYS","All Species"
2019,"STINGRAY FAMILY",0,"RAYS","All Species"
2003,"STOCKY HAWKFISH",25972,"HAWKFISHES","All Species"
2004,"STOCKY HAWKFISH",9423,"HAWKFISHES","All Species"
2005,"STOCKY HAWKFISH",32020,"HAWKFISHES","All Species"
2006,"STOCKY HAWKFISH",17427,"HAWKFISHES","All Species"
2007,"STOCKY HAWKFISH",26517,"HAWKFISHES","All Species"
2008,"STOCKY HAWKFISH",37329,"HAWKFISHES","All Species"
2009,"STOCKY HAWKFISH",12552,"HAWKFISHES","All Species"
2010,"STOCKY HAWKFISH",15390,"HAWKFISHES","All Species"
2011,"STOCKY HAWKFISH",9451,"HAWKFISHES","All Species"
2012,"STOCKY HAWKFISH",26251,"HAWKFISHES","All Species"
2013,"STOCKY HAWKFISH",11310,"HAWKFISHES","All Species"
2014,"STOCKY HAWKFISH",6613,"HAWKFISHES","All Species"
2015,"STOCKY HAWKFISH",10816,"HAWKFISHES","All Species"
2016,"STOCKY HAWKFISH",3132,"HAWKFISHES","All Species"
2017,"STOCKY HAWKFISH",5015,"HAWKFISHES","All Species"
2018,"STOCKY HAWKFISH",20242,"HAWKFISHES","All Species"
2019,"STOCKY HAWKFISH",16385,"HAWKFISHES","All Species"
2020,"STOCKY HAWKFISH",7626,"HAWKFISHES","All Species"
2003,"STOUT MORAY EEL",2125,"EELS","All Species"
2004,"STOUT MORAY EEL",2401,"EELS","All Species"
2006,"STOUT MORAY EEL",0,"EELS","All Species"
2008,"STOUT MORAY EEL",0,"EELS","All Species"
2009,"STOUT MORAY EEL",489,"EELS","All Species"
2013,"STOUT MORAY EEL",1053,"EELS","All Species"
2015,"STOUT MORAY EEL",537,"EELS","All Species"
2016,"STOUT MORAY EEL",907,"EELS","All Species"
2019,"STOUT MORAY EEL",3387,"EELS","All Species"
2008,"STRIPEBELLY PUFFER",2828,"PUFFERS","All Species"
2014,"STRIPEBELLY PUFFER",0,"PUFFERS","All Species"
2014,"STRIPED BONITO",503,"STRIPED BONITO","All Species"
2003,"STRIPED MARLIN",3437,"MARLINS","All Species"
2004,"STRIPED MARLIN",1555,"MARLINS","All Species"
2005,"STRIPED MARLIN",1809,"MARLINS","All Species"
2006,"STRIPED MARLIN",1595,"MARLINS","All Species"
2007,"STRIPED MARLIN",1405,"MARLINS","All Species"
2008,"STRIPED MARLIN",164,"MARLINS","All Species"
2009,"STRIPED MARLIN",699,"MARLINS","All Species"
2011,"STRIPED MARLIN",177,"MARLINS","All Species"
2012,"STRIPED MARLIN",2024,"MARLINS","All Species"
2013,"STRIPED MARLIN",383,"MARLINS","All Species"
2014,"STRIPED MARLIN",2228,"MARLINS","All Species"
2015,"STRIPED MARLIN",1073,"MARLINS","All Species"
2016,"STRIPED MARLIN",326,"MARLINS","All Species"
2017,"STRIPED MARLIN",582,"MARLINS","All Species"
2018,"STRIPED MARLIN",767,"MARLINS","All Species"
2019,"STRIPED MARLIN",1643,"MARLINS","All Species"
2020,"STRIPED MARLIN",1607,"MARLINS","All Species"
2003,"STRIPED MULLET",20244,"MULLETS","All Species"
2004,"STRIPED MULLET",53799,"MULLETS","All Species"
2005,"STRIPED MULLET",16111,"MULLETS","All Species"
2006,"STRIPED MULLET",81146,"MULLETS","All Species"
2007,"STRIPED MULLET",3593,"MULLETS","All Species"
